case_id,trace
1069,1 2 53 3
1070,1 2 3
1071,1 6 3
1072,11 12 12 16 27 73 3
1073,11 12 12 19 78 3
1074,11 12 12 13 23 35 3
1075,11 12 12 12 22 32 3
1076,11 12 12 12 12 12 12 72
1077,11 12 12 12 12 12 12 72
1078,11 12 12 16 23 39 3
1079,11 12 12 19 14 5 3
1080,11 12 12 12 19 46 3
1081,11 12 12 12 12 12 12 72
1082,1 2 3
1083,11 12 12 12 12 12 12 72
1084,1 6 3
1085,1 7 3
1086,11 12 12 12 12 12 12 72
1087,11 12 12 12 12 12 12 72
1088,11 12 12 12 12 12 12 72
1089,11 12 12 12 12 12 12 72
1090,1 9 3
1091,11 12 12 12 12 12 12 72
1092,11 12 12 12 12 12 12 72
1093,11 12 12 16 23 43 3
1094,11 12 12 19 80 3
1095,1 2 4 3
1096,11 12 12 12 12 12 12 72
1097,11 12 12 12 12 12 12 72
1098,11 12 12 22 40 3
1099,11 12 12 12 12 12 12 72
1100,11 12 12 12 12 12 12 72
1101,11 12 12 12 12 12 12 72
1102,11 12 12 16 21 3
1103,1 6 5 3
1104,11 12 12 12 12 12 12 72
1105,11 12 12 12 12 12 12 72
1106,11 12 12 12 12 12 12 72
1107,11 12 12 12 12 12 12 72
1108,11 12 12 12 12 12 12 72
1109,11 12 12 12 12 12 12 72
1110,11 12 12 12 12 12 12 72
1111,11 12 12 12 12 12 12 72
1112,1 2 3
1113,11 12 12 12 12 12 12 72
1114,1 7 3
1115,1 6 3
1116,1 9 3
1117,1 2 3
1118,1 6 10 3
1119,1 2 3
1120,1 7 8 3
1121,1 2 3
1122,1 6 23 41 3
1123,1 7 26 3
1124,1 9 37 3
1125,1 75 3
1126,1 76 3
1127,1 2 3
1128,1 6 53 3
1129,1 7 55 3
1130,1 2 27 54 3
1131,1 9 3
1132,1 6 3
1133,1 75 57 3
1134,11 12 13 27 24 3
1135,11 12 22 30 3
1136,11 12 12 13 14 38 3
1137,11 12 12 12 12 12 12 72
1138,11 12 12 12 12 12 12 72
1139,11 12 12 12 12 12 12 72
1140,11 12 12 13 27 48 3
1141,1 2 3
1142,1 6 58 3
1143,11 12 12 22 47 3
1144,11 12 12 12 12 12 12 72
1145,11 12 12 12 12 12 12 72
1146,1 7 3
1147,11 12 12 12 12 12 12 72
1148,11 12 12 12 12 12 12 72
1149,11 12 12 12 12 12 12 72
1150,11 12 12 12 12 12 12 72
1151,11 12 12 12 12 12 12 72
1152,1 2 3
1153,11 12 12 12 12 12 12 72
1154,11 12 12 12 12 12 12 72
1155,1 6 56 3
1156,11 12 12 12 12 12 12 72
1157,11 12 12 12 12 12 12 72
1158,11 12 12 12 12 12 12 72
1159,11 12 12 12 12 12 12 72
1160,1 7 29 3
1161,11 12 12 12 12 12 12 72
1162,1 9 3
1163,11 12 12 12 12 12 12 72
1164,11 12 12 12 12 12 12 72
1165,1 2 36 3
1166,1 6 69 3
1167,11 12 12 12 12 12 12 72
1168,11 12 12 12 12 12 12 72
1169,11 12 12 12 12 12 12 72
1170,11 12 12 12 12 12 12 72
1171,11 12 12 12 12 12 12 72
1172,1 2 23 82 3
1173,1 6 3
1174,1 7 27 68 3
1175,1 2 18 3
1176,1 6 3
1177,1 2 47 3
1178,1 6 3
1179,1 7 3
1180,1 2 3
1181,1 6 17 59 3
1182,1 9 20 83 3
1183,1 2 74 3
1184,1 7 3
1185,1 2 79 3
1186,11 12 13 28 3
1187,11 12 16 36 3
1188,11 12 16 17 64 3
1189,11 12 19 45 3
1190,11 12 12 12 12 12 12 19 27 15 3
1191,11 12 12 12 12 12 12 72
1192,11 12 12 12 12 12 12 72
1193,1 6 69 3
1194,1 7 81 3
1195,11 12 12 12 12 12 12 13 23 54 3
1196,11 12 12 12 12 12 12 16 39 3
1197,1 2 3
1198,1 9 3
1199,11 12 12 12 12 12 12 19 82 3
1200,11 12 12 12 12 12 12 22 14 43 3
1201,11 12 12 12 12 12 12 72
1202,11 12 12 12 12 12 12 16 17 30 3
1203,11 12 12 12 12 12 12 72
1204,11 12 12 12 12 12 12 72
1205,11 12 12 12 12 12 12 72
1206,11 12 12 12 12 12 12 72
1207,1 2 3
1208,11 12 12 12 12 12 12 72
1209,11 12 12 12 12 12 12 72
1210,11 12 12 12 12 12 12 72
1211,11 12 12 12 12 12 12 72
1212,11 12 12 12 12 12 12 72
1213,11 12 12 12 12 12 12 72
1214,11 12 12 12 12 12 12 72
1215,11 12 12 12 12 12 12 72
1216,1 2 27 81 3
1217,11 12 12 12 12 12 12 72
1218,11 12 12 12 12 12 12 72
1219,11 12 12 12 12 12 12 72
1220,1 6 78 3
1221,1 2 3
1222,1 7 3
1223,1 6 3
1224,1 9 63 3
1225,1 2 26 3
1226,1 75 3
1227,1 6 3
1228,1 7 38 3
1229,1 2 36 3
1230,1 2 3
1231,1 6 3
1232,1 7 23 8 3
1233,1 2 4 3
1234,1 6 3
1235,1 2 3
1236,1 7 3
1237,1 9 3
1238,11 12 12 12 13 20 28 3
1239,11 12 12 12 16 58 3
1240,11 12 12 12 19 30 3
1241,1 2 5 3
1242,11 12 12 12 16 27 73 3
1243,11 12 12 12 19 82 3
1244,11 12 12 12 22 17 24 3
1245,1 6 10 3
1246,11 12 12 12 12 12 12 16 50 3
1247,11 12 12 12 12 12 12 72
1248,11 12 12 12 12 12 12 72
1249,11 12 12 12 12 12 12 72
1250,11 12 12 12 12 12 12 72
1251,11 12 12 12 12 12 22 68 3
1252,11 12 12 12 12 12 12 13 61 3
1253,11 12 12 12 12 12 12 72
1254,11 12 12 12 12 12 12 72
1255,11 12 12 12 12 12 12 72
1256,1 2 26 3
1257,11 12 12 12 12 12 12 72
1258,11 12 12 12 12 12 12 72
1259,11 12 12 12 12 12 12 72
1260,1 6 3
1261,11 12 12 12 12 12 12 72
1262,11 12 12 12 12 12 12 72
1263,11 12 12 12 12 12 12 72
1264,11 12 12 12 12 12 12 72
1265,11 12 12 12 12 12 12 72
1266,11 12 12 12 12 12 12 72
1267,11 12 12 12 12 12 12 72
1268,11 12 12 12 12 12 12 72
1269,11 12 12 12 12 12 12 72
1270,1 2 3
1271,11 12 12 12 12 12 12 72
1272,11 12 12 12 12 12 12 72
1273,11 12 12 12 12 12 12 72
1274,11 12 12 12 12 12 12 72
1275,11 12 12 12 12 12 12 72
1276,11 12 12 12 12 12 12 72
1277,11 12 12 12 12 12 12 72
1278,1 6 37 3
1279,1 2 53 3
1280,1 6 23 54 3
1281,1 2 57 3
1282,1 6 55 3
1283,1 6 58 3
1284,1 2 41 3
1285,1 7 3
1286,1 9 54 3
1287,1 75 27 79 3
1288,1 2 14 81 3
1289,1 6 3
1290,1 7 3
1291,1 2 3
1292,1 6 3
1293,1 2 3
1294,1 7 17 74 3
1295,1 2 56 3
1296,1 6 20 41 3
1297,1 7 3
1298,1 2 3
1299,1 6 29 3
1300,1 7 20 83 3
1301,1 2 69 3
1302,1 6 3
1303,1 2 3
1304,1 6 3
1305,1 7 3
1306,1 9 3
1307,1 2 3
1308,1 6 33 3
1309,1 7 52 3
1310,1 75 74 3
1311,1 2 3
1312,1 9 68 3
1313,1 76 3
1314,1 6 3
1315,1 7 3
1316,1 2 78 3
1317,1 9 3
1318,1 6 3
1319,1 75 3
1320,1 76 3
1321,1 2 3
1322,1 7 3
1323,1 2 3
1324,1 6 23 59 3
1325,1 2 3
1326,1 7 17 77 3
1327,1 2 3
1328,1 6 27 60 3
1329,1 7 14 25 3
1330,1 9 4 3
1331,1 2 3
1332,1 6 3
1333,1 2 5 3
1334,1 7 3
1335,1 6 55 3
1336,1 9 57 3
1337,1 2 3
1338,1 6 3
1339,1 7 3
1340,1 9 3
1341,1 75 23 47 3
1342,1 76 3
1343,11 12 13 14 34 3
1344,11 12 16 23 63 3
1345,1 2 3
1346,11 12 19 35 3
1347,11 12 22 47 3
1348,11 12 12 22 33 3
1349,11 12 16 38 3
1350,1 6 69 3
1351,11 12 12 13 14 81 3
1352,11 12 12 16 27 35 3
1353,1 7 3
1354,1 9 68 3
1355,11 12 12 13 17 78 3
1356,11 12 12 19 20 21 3
1357,11 12 12 22 28 3
1358,11 12 12 12 22 74 3
1359,11 12 12 12 12 12 12 72
1360,11 12 12 16 69 3
1361,11 12 12 12 13 51 3
1362,11 12 12 12 16 27 82 14 47 3
1363,1 7 49 3
1364,11 12 12 12 12 12 12 72
1365,11 12 12 12 12 12 12 72
1366,11 12 12 12 12 12 12 72
1367,11 12 12 12 12 12 12 72
1368,11 12 12 12 22 79 3
1369,11 12 12 12 12 12 12 72
1370,11 12 12 12 12 12 12 72
1371,11 12 12 12 12 12 12 72
1372,11 12 12 13 27 4 3
1373,11 12 12 12 12 12 12 72
1374,11 12 12 12 12 12 12 72
1375,11 12 12 12 12 12 12 72
1376,1 2 3
1377,11 12 12 13 40 3
1378,11 12 12 12 12 12 12 72
1379,11 12 12 12 12 12 12 72
1380,11 12 12 12 12 12 12 72
1381,1 6 3
1382,11 12 12 12 12 12 12 72
1383,11 12 12 12 12 12 12 72
1384,11 12 12 12 12 12 12 72
1385,1 2 23 26 3
1386,1 7 80 3
1387,1 6 3
1388,1 9 3
1389,1 2 3
1390,1 6 31 3
1391,1 7 65 3
1392,1 9 4 3
1393,1 2 3
1394,1 75 66 3
1395,1 76 3
1396,1 84 27 57 3
1397,1 85 3
1398,1 2 5 3
1399,1 7 14 37 3
1400,1 2 3
1401,1 6 10 3
1402,1 2 17 55 3
1403,1 6 3
1404,1 2 3
1405,1 7 8 3
1406,1 6 20 53 3
1407,1 2 3
1408,11 12 13 30 3
1409,1 6 3
1410,11 12 16 27 24 3
1411,11 12 19 64 3
1412,11 12 12 19 32 3
1413,11 12 12 22 27 48 3
1414,1 7 58 3
1415,11 12 12 12 12 12 12 72
1416,11 12 12 12 12 12 12 72
1417,11 12 12 13 46 3
1418,11 12 12 16 66 3
1419,11 12 12 12 12 12 12 72
1420,11 12 12 12 12 12 12 72
1421,11 12 12 12 12 12 12 72
1422,11 12 12 12 12 12 12 72
1423,11 12 12 12 12 12 12 72
1424,1 2 3
1425,11 12 13 52 3
1426,11 12 22 34 3
1427,11 12 12 19 78 3
1428,11 12 12 12 12 12 12 13 58 3
1429,11 12 12 12 12 12 12 16 23 28 3
1430,11 12 12 12 12 12 12 19 14 35 3
1431,11 12 12 12 12 12 12 72
1432,11 12 12 12 12 12 12 72
1433,11 12 12 12 12 12 12 72
1434,11 12 12 12 12 12 12 72
1435,1 6 41 3
1436,11 12 16 79 3
1437,11 12 12 12 12 12 12 72
1438,1 2 3
1439,11 12 12 12 12 12 12 72
1440,11 12 12 12 12 12 12 72
1441,11 12 12 12 12 12 12 72
1442,11 12 12 12 12 12 12 72
1443,11 12 12 12 12 12 12 72
1444,11 12 12 12 12 12 12 72
1445,11 12 19 42 30 3
1446,11 12 22 49 3
1447,1 6 3
1448,1 7 3
1449,1 2 54 3
1450,1 9 3
1451,1 75 56 3
1452,1 2 3
1453,1 6 29 3
1454,1 2 36 3
1455,1 7 69 3
1456,1 2 3
1457,1 6 3
1458,1 7 18 3
1459,1 2 3
1460,1 9 3
1461,1 2 3
1462,1 6 3
1463,1 2 3
1464,1 6 3
1465,1 7 23 74 3
1466,1 2 3
1467,11 12 13 28 3
1468,11 12 16 17 45 3
1469,11 12 19 20 68 3
1470,11 12 22 17 62 3
1471,1 7 3
1472,1 6 3
1473,11 12 13 38 3
1474,11 12 16 34 3
1475,11 12 12 12 12 12 12 19 21 3
1476,11 12 12 12 12 12 12 13 64 3
1477,1 6 3
1478,1 2 3
1479,11 12 12 12 12 12 12 22 43 3
1480,1 7 3
1481,11 12 19 14 81 3
1482,11 12 12 12 12 12 12 16 27 45 3
1483,11 12 12 12 12 12 12 22 52 3
1484,11 12 12 12 12 12 12 72
1485,11 12 12 12 12 12 12 72
1486,11 12 12 12 12 12 12 72
1487,11 12 22 23 49 3
1488,11 12 12 12 12 12 22 24 3
1489,11 12 12 12 12 12 12 16 27 24 3
1490,11 12 12 12 12 12 12 13 82 3
1491,11 12 12 12 12 12 12 22 17 35 3
1492,11 12 12 12 12 12 12 72
1493,11 12 12 12 12 12 12 72
1494,11 12 12 12 12 12 12 72
1495,11 12 12 12 12 12 12 72
1496,11 12 12 12 12 12 12 72
1497,1 2 23 73 3
1498,11 12 12 12 12 12 12 72
1499,11 12 12 12 12 12 12 72
1500,1 2 3
1501,1 6 3
1502,1 7 56 3
1503,1 2 59 3
1504,1 6 3
1505,1 9 10 52 3
1506,1 75 83 3
1507,1 2 27 31 3
1508,1 6 60 3
1509,1 2 3
1510,1 7 3
1511,1 9 14 65 3
1512,1 6 3
1513,1 2 77 3
1514,1 7 25 3
1515,1 9 3
1516,1 6 47 3
1517,1 75 80 3
1518,11 12 12 12 12 22 27 41 3
1519,11 12 12 12 12 12 16 38 3
1520,11 12 12 12 12 12 19 34 3
1521,11 12 12 12 12 12 12 16 66 3
1522,1 2 3
1523,11 12 12 12 12 12 12 19 29 3
1524,11 12 12 12 12 12 12 72
1525,11 12 12 12 12 12 12 72
1526,1 6 3
1527,1 7 3
1528,11 12 12 12 12 12 12 72
1529,11 12 12 12 12 12 12 72
1530,11 12 12 12 12 12 12 72
1531,11 12 12 12 12 12 12 72
1532,11 12 12 12 12 12 12 72
1533,11 12 12 12 12 12 12 72
1534,11 12 12 12 12 12 13 17 32 3
1535,11 12 12 12 12 12 19 23 30 3
1536,11 12 12 12 12 12 12 72
1537,1 2 4 3
1538,1 6 5 3
1539,11 12 12 12 12 12 12 72
1540,1 7 17 10 3
1541,11 12 12 12 12 12 19 78 3
1542,11 12 12 12 12 12 12 72
1543,11 12 12 12 12 12 12 72
1544,11 12 12 12 12 12 12 72
1545,11 12 12 12 12 12 12 72
1546,1 9 3
1547,11 12 12 12 12 12 12 72
1548,1 75 3
1549,11 12 12 12 12 12 12 72
1550,1 76 3
1551,11 12 12 12 12 12 12 72
1552,11 12 12 12 12 12 12 72
1553,11 12 12 12 12 12 12 72
1554,11 12 12 12 12 12 12 72
1555,11 12 12 12 12 12 12 72
1556,11 12 12 12 12 12 12 72
1557,11 12 12 12 12 12 12 72
1558,11 12 12 12 12 12 12 72
1559,11 12 12 12 12 12 12 72
1560,1 2 3
1561,1 2 3
1562,1 2 8 3
1563,1 6 26 3
1564,1 7 3
1565,1 2 37 3
1566,1 2 3
1567,1 6 23 41 3
1568,1 7 55 3
1569,1 9 53 3
1570,1 75 57 3
1571,1 2 3
1572,11 12 12 12 13 20 57 3
1573,1 2 58 3
1574,11 12 12 12 16 17 54 3
1575,11 12 12 12 19 27 30 3
1576,11 12 12 12 12 22 27 40 3
1577,11 12 12 12 12 12 22 56 3
1578,11 12 12 12 12 12 12 72
1579,11 12 12 12 12 12 12 72
1580,11 12 12 12 12 12 12 72
1581,1 6 3
1582,1 2 56 3
1583,11 12 12 12 12 12 12 72
1584,1 7 54 3
1585,11 12 12 12 12 12 12 72
1586,11 12 12 12 12 12 12 72
1587,11 12 12 12 12 12 12 72
1588,11 12 12 12 12 12 12 72
1589,11 12 12 12 12 12 12 72
1590,11 12 12 12 12 12 12 72
1591,11 12 12 12 12 12 12 72
1592,11 12 12 12 12 12 12 72
1593,1 2 29 3
1594,11 12 12 12 12 12 12 72
1595,11 12 12 12 12 12 12 72
1596,11 12 12 12 12 12 12 72
1597,11 12 12 12 12 12 12 72
1598,11 12 12 12 12 12 12 72
1599,11 12 12 12 12 12 12 72
1600,11 12 12 12 12 12 12 72
1601,1 6 69 3
1602,11 12 12 12 12 12 12 72
1603,11 12 12 12 12 12 12 72
1604,11 12 12 12 12 12 12 72
1605,11 12 12 12 12 12 12 72
1606,11 12 12 12 12 12 12 72
1607,1 2 36 3
1608,11 12 12 12 12 12 12 72
1609,11 12 12 12 12 12 12 72
1610,11 12 12 12 12 12 12 72
1611,1 2 18 3
1612,1 6 47 3
1613,1 7 3
1614,1 9 38 3
1615,1 2 63 3
1616,1 6 23 65 3
1617,1 7 3
1618,1 9 27 80 3
1619,1 75 64 3
1620,1 2 3
1621,1 6 33 3
1622,1 7 3
1623,1 2 3
1624,1 6 59 3
1625,1 2 3
1626,1 6 83 3
1627,1 7 3
1628,1 2 3
1629,1 9 3
1630,1 2 52 3
1631,1 6 3
1632,1 7 3
1633,1 9 3
1634,1 2 3
1635,1 75 3
1636,1 6 14 63 3
1637,1 7 8 3
1638,1 2 3
1639,1 9 3
1640,1 6 26 3
1641,1 7 3
1642,1 2 3
1643,1 7 53 3
1644,1 2 3
1645,1 6 3
1646,1 9 17 66 3
1647,1 75 3
1648,1 2 3
1649,1 7 3
1650,1 6 3
1651,1 9 20 4 3
1652,1 75 3
1653,1 2 3
1654,1 6 3
1655,1 7 55 3
1656,1 9 57 3
1657,1 75 3
1658,1 76 3
1659,1 2 3
1660,1 6 3
1661,1 7 3
1662,1 9 3
1663,1 75 54 3
1664,1 6 33 3
1665,1 2 3
1666,1 2 74 3
1667,1 6 3
1668,1 7 56 3
1669,1 2 3
1670,1 6 78 3
1671,1 7 27 5 3
1672,1 9 3
1673,1 75 79 3
1674,1 2 14 8 3
1675,1 6 3
1676,1 7 23 26 3
1677,1 9 31 3
1678,1 2 59 3
1679,1 75 83 3
1680,1 2 3
1681,1 6 17 10 3
1682,1 7 3
1683,1 2 36 3
1684,1 6 3
1685,1 2 60 3
1686,1 7 3
1687,1 9 77 3
1688,1 75 47 3
1689,1 76 25 3
1690,11 12 13 29 3
1691,11 12 16 17 28 3
1692,1 2 73 3
1693,11 12 19 36 3
1694,11 12 16 30 3
1695,11 12 22 24 3
1696,11 12 12 22 55 3
1697,11 12 12 12 12 13 27 79 3
1698,11 12 12 12 12 19 23 68 3
1699,1 6 3
1700,11 12 12 12 12 12 12 72
1701,11 12 13 23 15 3
1702,11 12 19 17 33 3
1703,11 12 12 12 12 13 30 3
1704,11 12 12 12 12 16 17 10 3
1705,1 2 3
1706,11 12 12 12 12 12 12 72
1707,11 12 13 39 3
1708,11 12 16 14 46 3
1709,11 12 22 63 3
1710,11 12 12 12 12 13 20 45 3
1711,11 12 12 12 12 19 23 24 3
1712,11 12 12 12 12 12 12 72
1713,11 12 12 12 12 12 12 72
1714,11 12 12 12 12 13 43 3
1715,11 12 12 12 12 22 78 3
1716,11 12 12 12 12 13 20 30 3
1717,11 12 12 12 12 19 17 24 14 30 3
1718,1 2 3
1719,11 12 12 12 12 12 12 72
1720,1 6 37 3
1721,11 12 13 42 3
1722,11 12 12 12 12 12 12 72
1723,11 12 12 12 12 12 12 72
1724,11 12 12 12 12 12 12 72
1725,11 12 12 12 12 12 12 72
1726,1 2 3
1727,1 2 53 3
1728,1 2 23 69 3
1729,1 6 3
1730,1 2 55 3
1731,1 6 3
1732,1 7 3
1733,1 9 3
1734,1 2 3
1735,1 6 27 18 3
1736,1 7 56 3
1737,1 2 3
1738,1 6 3
1739,11 12 13 34 3
1740,11 12 16 20 65 3
1741,11 12 19 48 3
1742,11 12 22 17 39 3
1743,11 12 13 25 3
1744,11 12 12 12 12 12 12 72
1745,11 12 12 12 12 12 12 72
1746,11 12 12 12 12 12 12 72
1747,11 12 16 31 3
1748,11 12 19 14 50 27 30 3
1749,11 12 13 51 3
1750,11 12 12 12 12 12 12 19 69 3
1751,11 12 12 12 12 12 12 22 21 3
1752,11 12 12 12 19 20 21 3
1753,11 12 12 12 22 15 3
1754,11 12 12 12 12 12 12 13 36 3
1755,11 12 12 12 16 52 3
1756,11 12 12 12 22 40 3
1757,11 12 12 12 12 12 12 16 47 3
1758,11 12 12 12 16 42 3
1759,11 12 12 12 12 12 12 72
1760,11 12 12 12 12 12 12 72
1761,11 12 12 12 12 12 12 72
1762,1 2 81 3
1763,11 12 12 12 12 12 12 72
1764,1 6 74 3
1765,1 7 79 3
1766,11 12 12 12 12 12 12 72
1767,1 9 68 3
1768,11 12 12 12 12 12 12 72
1769,11 12 12 12 12 12 12 72
1770,11 12 12 12 12 12 12 72
1771,1 75 3
1772,11 12 12 12 12 12 12 72
1773,1 6 49 3
1774,1 2 3
1775,1 7 3
1776,1 9 59 3
1777,1 6 23 73 3
1778,1 2 36 3
1779,1 6 27 58 3
1780,1 7 83 3
1781,1 2 3
1782,1 2 14 80 3
1783,1 6 53 3
1784,1 2 60 3
1785,1 6 77 3
1786,1 2 3
1787,11 12 12 16 24 3
1788,11 12 12 19 14 34 3
1789,11 12 12 22 69 3
1790,11 12 12 13 35 3
1791,11 12 12 12 12 12 13 57 3
1792,11 12 12 16 36 3
1793,11 12 12 19 27 39 3
1794,11 12 12 22 18 3
1795,11 12 12 12 12 12 12 72
1796,11 12 12 12 12 12 12 72
1797,11 12 12 12 12 12 12 72
1798,11 12 12 12 12 12 12 72
1799,11 12 12 16 4 3
1800,1 2 3
1801,1 6 3
1802,11 12 12 19 14 5 3
1803,11 12 12 12 12 12 12 13 17 71 3
1804,11 12 12 12 12 12 12 19 70 3
1805,11 12 12 12 12 12 12 22 25 3
1806,11 12 12 12 12 12 12 72
1807,11 12 12 12 12 12 16 27 30 3
1808,1 7 4 3
1809,11 12 12 12 12 12 19 23 28 3
1810,11 12 12 12 12 12 12 13 14 86 3
1811,11 12 12 12 12 12 12 19 44 3
1812,11 12 12 12 12 12 12 72
1813,11 12 12 12 12 12 12 72
1814,11 12 12 12 12 12 12 72
1815,11 12 12 12 12 12 19 18 3
1816,11 12 12 12 12 12 22 42 3
1817,11 12 12 12 12 12 12 72
1818,11 12 12 12 12 12 12 72
1819,11 12 12 12 12 12 12 72
1820,11 12 12 12 12 12 12 72
1821,11 12 12 12 12 12 12 72
1822,11 12 12 12 12 12 12 72
1823,11 12 12 12 12 12 12 72
1824,11 12 12 12 12 12 12 72
1825,11 12 12 12 12 12 12 72
1826,11 12 12 12 12 12 12 72
1827,1 2 23 53 3
1828,11 12 12 12 12 12 12 72
1829,11 12 12 12 12 12 12 72
1830,11 12 12 12 12 12 12 72
1831,1 2 5 3
1832,1 2 3
1833,1 6 27 55 3
1834,1 7 3
1835,1 2 10 3
1836,1 9 3
1837,1 6 3
1838,1 7 3
1839,1 75 3
1840,1 76 8 3
1841,1 2 3
1842,1 6 26 3
1843,1 7 3
1844,1 2 37 3
1845,11 12 13 27 28 3
1846,1 9 3
1847,11 12 12 12 12 16 41 3
1848,11 12 12 12 12 16 23 40 3
1849,11 12 12 12 12 19 15 3
1850,1 6 3
1851,11 12 12 12 12 22 58 3
1852,11 12 12 12 12 12 16 14 73 3
1853,11 12 12 12 12 12 19 27 66 3
1854,11 12 12 12 12 12 12 72
1855,11 12 12 12 12 12 12 72
1856,11 12 12 12 12 12 12 72
1857,1 2 3
1858,11 12 12 12 12 12 12 72
1859,1 7 3
1860,11 12 12 12 12 12 12 72
1861,1 9 57 3
1862,11 12 22 64 3
1863,11 12 12 12 12 13 27 43 3
1864,1 6 3
1865,11 12 12 12 12 12 12 72
1866,11 12 12 12 12 12 12 72
1867,11 12 12 12 12 12 12 72
1868,11 12 12 12 12 12 12 72
1869,1 2 23 41 3
1870,11 12 12 12 12 12 12 72
1871,1 6 3
1872,11 12 12 12 12 12 12 72
1873,11 12 12 12 12 12 12 72
1874,11 12 12 12 12 12 12 72
1875,11 12 12 12 12 12 12 72
1876,1 7 3
1877,1 9 3
1878,1 75 3
1879,11 12 12 12 12 12 12 72
1880,1 76 58 3
1881,11 12 12 12 12 12 12 72
1882,1 84 3
1883,1 85 3
1884,11 12 12 12 12 12 12 72
1885,11 12 12 12 12 12 12 72
1886,11 12 12 12 12 12 12 72
1887,11 12 12 12 12 12 12 72
1888,11 12 12 12 12 12 12 72
1889,11 12 12 12 12 12 12 72
1890,1 2 3
1891,1 6 23 47 3
1892,1 7 3
1893,1 9 3
1894,1 2 3
1895,1 6 54 3
1896,1 2 3
1897,1 6 3
1898,1 7 3
1899,1 2 3
1900,1 6 3
1901,1 2 3
1902,11 12 12 12 13 14 34 3
1903,11 12 12 12 16 28 3
1904,11 12 12 12 19 35 3
1905,11 12 12 12 19 55 3
1906,11 12 12 12 22 23 39 3
1907,11 12 12 12 12 16 27 80 3
1908,11 12 12 12 12 19 48 3
1909,1 6 38 3
1910,11 12 12 12 12 22 83 3
1911,11 12 12 12 12 12 12 13 15 3
1912,11 12 12 12 12 22 20 31 3
1913,11 12 12 12 12 12 12 72
1914,1 2 63 3
1915,11 12 12 12 12 12 12 72
1916,11 12 12 12 12 12 12 72
1917,11 12 12 12 12 12 12 72
1918,11 12 12 12 12 12 12 72
1919,11 12 12 12 12 12 12 72
1920,11 12 12 12 12 12 12 16 49 3
1921,11 12 12 12 12 12 12 19 20 43 3
1922,11 12 12 12 16 29 3
1923,1 6 33 3
1924,11 12 12 12 12 12 12 22 14 28 3
1925,11 12 12 12 12 12 12 72
1926,11 12 12 12 12 12 12 72
1927,11 12 12 12 12 12 12 72
1928,11 12 12 12 12 12 12 72
1929,1 2 74 3
1930,11 12 12 12 12 12 12 72
1931,11 12 12 12 12 12 12 72
1932,11 12 12 12 12 12 12 72
1933,1 6 3
1934,11 12 12 12 12 12 12 72
1935,11 12 12 12 12 12 12 72
1936,11 12 12 12 12 12 12 72
1937,11 12 12 12 12 12 12 72
1938,1 2 81 3
1939,11 12 12 12 12 12 12 72
1940,1 7 3
1941,1 2 3
1942,1 6 3
1943,1 2 3
1944,1 2 3
1945,1 6 3
1946,1 7 23 53 3
1947,1 9 3
1948,1 75 3
1949,1 2 3
1950,1 6 3
1951,1 2 3
1952,1 2 54 3
1953,1 6 3
1954,1 7 3
1955,1 2 3
1956,1 2 3
1957,1 6 3
1958,1 2 73 4 3
1959,1 7 29 3
1960,1 9 3
1961,1 2 3
1962,1 6 3
1963,1 6 82 3
1964,1 2 26 3
1965,1 7 49 3
1966,1 2 59 3
1967,1 6 3
1968,1 7 3
1969,1 9 83 3
1970,1 2 37 3
1971,1 6 3
1972,1 2 3
1973,1 7 3
1974,1 6 60 3
1975,1 9 77 3
1976,1 2 3
1977,1 6 25 3
1978,1 2 3
1979,1 6 27 37 3
1980,1 7 3
1981,1 2 3
1982,1 6 80 3
1983,1 7 57 3
1984,1 2 3
1985,1 6 14 8 3
1986,1 7 31 3
1987,1 2 58 3
1988,1 6 3
1989,1 2 5 3
1990,1 6 10 3
1991,1 7 3
1992,1 9 3
1993,11 12 13 78 3
1994,11 12 16 17 35 3
1995,11 12 19 68 3
1996,1 2 26 3
1997,11 12 22 79 3
1998,11 12 12 13 17 33 3
1999,11 12 13 20 32 3
2000,11 12 19 17 61 3
2001,11 12 12 19 20 87 3
2002,11 12 12 12 12 12 12 72
2003,11 12 16 45 3
2004,11 12 22 27 46 3
2005,11 12 12 12 13 14 83 3
2006,11 12 13 23 50 3
2007,11 12 12 12 12 16 23 68 3
2008,11 12 12 12 12 22 66 3
2009,11 12 12 12 16 17 21 3
2010,11 12 12 12 22 23 74 3
2011,11 12 13 51 3
2012,11 12 12 12 13 5 3
2013,11 12 12 12 19 20 40 3
2014,1 2 56 3
2015,11 12 12 12 12 19 52 3
2016,1 6 54 3
2017,11 12 12 12 12 12 12 72
2018,11 12 12 12 12 12 12 72
2019,11 12 12 12 22 14 24 17 40 3
2020,11 12 12 12 12 16 20 78 3
2021,11 12 13 77 3
2022,11 12 16 62 3
2023,1 6 3
2024,11 12 12 12 12 12 12 72
2025,11 12 12 12 12 12 12 72
2026,11 12 12 12 12 12 12 72
2027,1 2 3
2028,1 7 5 3
2029,11 12 16 67 3
2030,11 12 12 12 12 12 12 72
2031,11 12 12 12 12 12 12 72
2032,11 12 12 12 12 12 12 72
2033,11 12 12 12 12 12 12 72
2034,11 12 12 12 12 12 12 72
2035,11 12 12 12 12 12 12 72
2036,1 2 3
2037,1 6 3
2038,1 7 3
2039,1 9 10 3
2040,1 2 38 3
2041,1 6 63 3
2042,1 7 23 82 3
